trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.998}",25,0,-276.91305698167145,"{0: 7, 1: 6, 2: 7, 3: 1, 4: 4}",0
2,False,"{'a': 0.5, 'e': 0.996}",25,0,-165.36750876661918,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.994}",25,0,-95.86055397475226,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.992}",20,0,-72.51952152406857,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.99}",25,0,-28.5120271816994,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.988}",20,0,-50.343120955744034,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.986}",25,0,-149.13118500783796,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.984}",30,0,-101.28038764876914,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.982}",30,0,-184.60979531473708,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.98}",20,0,-99.51461396335472,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.978}",20,0,-45.71474936175067,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.976}",20,0,-108.63642078947419,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.974}",20,7,-66.18679381488708,"{0: 6, 1: 1, 2: 5, 3: 1, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.972}",25,0,-205.24446615498766,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.97}",30,0,-286.6710341179689,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 5}",0
16,False,"{'a': 0.5, 'e': 0.968}",25,6,-120.6501709243028,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 1}",1
17,False,"{'a': 0.5, 'e': 0.966}",20,0,-82.19496227305414,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.964}",25,0,-131.23057885516897,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.962}",20,0,-81.65432121892424,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.96}",20,2,-95.46215521374454,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.958}",25,0,-178.41528759755346,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.956}",20,0,-108.11988803339442,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.954}",35,0,-133.3356449126801,"{0: 22, 1: 8, 2: 2, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.952}",20,0,-113.66475972061313,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.95}",25,0,-176.92683073056585,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.948}",20,0,-126.32586010515148,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.946}",25,0,-194.64849755836033,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.944}",25,0,-168.31596342843358,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.942}",30,0,-183.41421938938834,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.94}",35,3,-159.23404582583225,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 2}",1
31,False,"{'a': 0.5, 'e': 0.938}",30,0,-102.81859727691544,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9359999999999999}",20,0,-83.23816354423475,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9339999999999999}",20,0,-63.49669130841268,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.9319999999999999}",20,0,-37.912356214260726,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9299999999999999}",25,0,-83.1089236266595,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9279999999999999}",20,0,-54.57129862010998,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.9259999999999999}",20,0,-63.74670675314286,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9239999999999999}",25,15,-13.909532448163628,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.9219999999999999}",25,0,-247.9459395332686,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
40,False,"{'a': 0.5, 'e': 0.9199999999999999}",20,14,-5.4581095158663855,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.9179999999999999}",30,0,-132.80560423442827,"{0: 16, 1: 6, 2: 6, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.9159999999999999}",20,0,-159.6665003076662,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.9139999999999999}",20,3,-56.611741720370816,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.9119999999999999}",20,0,-118.50693735831607,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.9099999999999999}",30,1,-133.72194051787662,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 2}",1
46,False,"{'a': 0.5, 'e': 0.9079999999999999}",25,9,-91.50292890651542,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
47,False,"{'a': 0.5, 'e': 0.9059999999999999}",30,2,-233.0427241305326,"{0: 13, 1: 0, 2: 11, 3: 1, 4: 3}",1
48,False,"{'a': 0.5, 'e': 0.9039999999999999}",25,0,-89.30518273465668,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9019999999999999}",35,0,-99.01615199031335,"{0: 23, 1: 4, 2: 7, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.8999999999999999}",30,0,-44.05871286291275,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.8979999999999999}",20,0,-43.79438442342418,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.8959999999999999}",20,0,-65.9023459939694,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.8939999999999999}",25,0,-80.89732644593272,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.8919999999999999}",30,0,-200.80088937147326,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 4}",0
55,False,"{'a': 0.5, 'e': 0.8899999999999999}",20,14,4.020671041440332,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.8879999999999999}",20,0,-83.58757238952026,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.8859999999999999}",30,0,-111.00256125001367,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.8839999999999999}",25,0,-115.698425410938,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.8819999999999999}",30,0,-180.80903127463785,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.8799999999999999}",30,0,-143.82357950942853,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.8779999999999999}",20,0,-44.14043649775447,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.8759999999999999}",30,0,-212.50415474059372,"{0: 15, 1: 3, 2: 7, 3: 3, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.8739999999999999}",20,0,-35.226904806831044,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.8719999999999999}",20,0,-69.02400962772649,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.8699999999999999}",20,0,-180.52482075654882,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
66,False,"{'a': 0.5, 'e': 0.8679999999999999}",20,0,-90.76477586856912,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.8659999999999999}",25,0,-234.5002133029564,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
68,False,"{'a': 0.5, 'e': 0.8639999999999999}",20,8,-14.049482662141788,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.8619999999999999}",20,0,-105.8313959063254,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.8599999999999999}",20,0,-64.93661976915854,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.8579999999999999}",30,0,-120.61496099166382,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.8559999999999999}",25,0,-83.6024050978753,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.8539999999999999}",25,0,-135.12200123703016,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.8519999999999999}",25,0,-132.42682650111664,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.8499999999999999}",25,0,-152.7559911615576,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",1
76,False,"{'a': 0.5, 'e': 0.8479999999999999}",20,12,-3.0051506511981905,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.8459999999999999}",20,5,6.426415033374069,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.8439999999999999}",25,0,-2.270557542585861,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.8419999999999999}",20,0,-115.58569703415662,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.8399999999999999}",25,0,-83.77324548567309,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.8379999999999999}",20,0,-30.18451670931296,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.8359999999999999}",25,2,-99.76392067726006,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
83,False,"{'a': 0.5, 'e': 0.8339999999999999}",30,0,-28.08017316228842,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.8319999999999999}",30,0,-94.56676388284397,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.8299999999999998}",30,0,-83.12882380653775,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.8279999999999998}",25,0,-128.404737322082,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.8259999999999998}",20,0,-75.20099669719625,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.8239999999999998}",25,0,-70.4979651587447,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.8219999999999998}",20,6,-33.21423390157235,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.8199999999999998}",25,0,-70.80321055514773,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.8179999999999998}",25,5,-123.84830056068539,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
92,False,"{'a': 0.5, 'e': 0.8159999999999998}",25,0,-79.28126784568005,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.8139999999999998}",25,0,-104.43690220220984,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.8119999999999998}",25,0,-89.89904639210302,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.8099999999999998}",20,0,-16.057395268484473,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.8079999999999998}",25,0,-74.4252497628485,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.8059999999999998}",20,0,-51.9378855637009,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.8039999999999998}",30,0,-72.14772100767563,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.8019999999999998}",30,6,-134.09757105538688,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 2}",1
100,False,"{'a': 0.5, 'e': 0.7999999999999998}",20,0,-65.95123257062973,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.7979999999999998}",20,0,-86.46789795074936,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.7959999999999998}",20,0,-53.71376215471882,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.7939999999999998}",25,0,-78.34985025271445,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.7919999999999998}",20,0,-61.036779495248126,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.7899999999999998}",20,4,-13.726377762971783,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.7879999999999998}",25,0,-141.16555405474458,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
107,False,"{'a': 0.5, 'e': 0.7859999999999998}",30,13,-4.259140169765335,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.7839999999999998}",20,0,-49.713693326866625,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.7819999999999998}",20,0,-13.392399472850897,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.7799999999999998}",20,0,-66.4261953884954,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.7779999999999998}",20,0,-76.3040158864451,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.7759999999999998}",20,0,-118.90002539601724,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.7739999999999998}",25,17,-44.45875450892547,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.7719999999999998}",30,0,-130.91526256770814,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.7699999999999998}",20,0,-37.89126869515358,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.7679999999999998}",20,0,-102.99949421341654,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.7659999999999998}",20,3,-58.53614382809169,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.7639999999999998}",20,0,-87.55251871290184,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.7619999999999998}",30,0,-177.88338398777583,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
120,False,"{'a': 0.5, 'e': 0.7599999999999998}",20,0,-84.95267087059527,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.7579999999999998}",30,13,-18.931653668420402,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.7559999999999998}",20,8,-44.70039829424069,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.7539999999999998}",20,9,-6.053083014403516,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.7519999999999998}",30,0,-101.82855769228378,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.7499999999999998}",20,7,-9.424140141118784,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.7479999999999998}",25,11,-77.11862287821747,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.7459999999999998}",20,0,-110.0712644540681,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.7439999999999998}",25,0,-108.19436452391619,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.7419999999999998}",30,10,-68.3941281867987,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.7399999999999998}",20,0,-16.933167720666752,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.7379999999999998}",25,0,-167.05026268784437,"{0: 12, 1: 4, 2: 4, 3: 4, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.7359999999999998}",20,4,-97.82026380114935,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
133,False,"{'a': 0.5, 'e': 0.7339999999999998}",20,0,-45.94933982221465,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.7319999999999998}",20,10,-27.99890139394399,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.7299999999999998}",20,0,-186.66829450631747,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
136,False,"{'a': 0.5, 'e': 0.7279999999999998}",25,0,-91.70418015083023,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.7259999999999998}",35,0,-132.58101480291964,"{0: 26, 1: 2, 2: 3, 3: 2, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.7239999999999998}",20,0,-68.66578306699282,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.7219999999999998}",25,0,-11.255976319928044,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.7199999999999998}",20,2,-11.80571470547738,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.7179999999999997}",25,0,-98.33715014949922,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.7159999999999997}",20,0,-100.10385591484571,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.7139999999999997}",20,0,-27.108350110516437,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.7119999999999997}",25,0,-109.27745796947337,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.7099999999999997}",20,0,-34.143691018360926,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.7079999999999997}",30,0,-75.37065852382058,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.7059999999999997}",20,7,-54.50064595515944,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.7039999999999997}",20,0,-90.7513954524392,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.7019999999999997}",35,0,-61.50503311433725,"{0: 23, 1: 7, 2: 4, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.6999999999999997}",25,0,-141.1642563997066,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.6979999999999997}",20,0,-32.409144257071056,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.6959999999999997}",20,2,-10.450434059810622,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.6939999999999997}",25,0,-28.774102619682427,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.6919999999999997}",25,0,-96.69597835410396,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.6899999999999997}",20,13,4.082579168015812,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.6879999999999997}",20,0,-111.56855962165115,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.6859999999999997}",25,12,-94.52813179807123,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 2}",1
158,False,"{'a': 0.5, 'e': 0.6839999999999997}",30,0,-115.81662778508935,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.6819999999999997}",25,0,-65.17258243148409,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.6799999999999997}",30,5,-102.8662215541108,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.6779999999999997}",25,0,-77.72940686637124,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.6759999999999997}",20,0,-41.518886949949284,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.6739999999999997}",25,4,-57.26369879207146,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.6719999999999997}",25,3,-30.14563450397941,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.6699999999999997}",25,0,-71.01735173880162,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.6679999999999997}",20,0,-111.38352689674919,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.6659999999999997}",20,13,-23.994175963396877,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.6639999999999997}",20,0,-60.40053732027732,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.6619999999999997}",25,10,-51.697699349126445,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.6599999999999997}",25,0,-67.12201747172816,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.6579999999999997}",25,11,-31.400498559895922,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.6559999999999997}",20,8,-25.774998308997358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.6539999999999997}",25,15,-14.1916391308206,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.6519999999999997}",30,18,-69.6061227380854,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.6499999999999997}",20,0,-76.84235412518191,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.6479999999999997}",25,6,-74.31664175421422,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
177,False,"{'a': 0.5, 'e': 0.6459999999999997}",20,15,2.917840446559093,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.6439999999999997}",25,0,-92.31039514895268,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.6419999999999997}",25,2,-133.3163018112717,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 2}",1
180,False,"{'a': 0.5, 'e': 0.6399999999999997}",30,0,-116.92081197748145,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.6379999999999997}",30,7,-41.80019812827502,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.6359999999999997}",20,0,-25.580566230502328,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.6339999999999997}",30,15,-64.8086737220435,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.6319999999999997}",25,0,-12.282112047577513,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.6299999999999997}",20,6,-68.58359859552375,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
