trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
92,False,"{'a': 0.5, 'e': 0.5399999999999996}",35,8,-2.719893828738851,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.5349999999999996}",25,0,29.313309014878072,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.5299999999999996}",30,8,18.021036107769557,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.5249999999999996}",35,0,21.09472412511579,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.5199999999999996}",30,0,-1.7752225873189011,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.5149999999999996}",30,14,5.301730648223798,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.5099999999999996}",20,3,26.226023466109506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.5049999999999996}",20,0,18.608711284499563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.49999999999999956}",20,7,18.55684113108262,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.49499999999999955}",25,0,13.798864617951642,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.48999999999999955}",20,0,27.295833543848353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.48499999999999954}",30,22,12.137976670803042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.47999999999999954}",20,13,13.574133661160177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.47499999999999953}",20,0,28.06557271214466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.46999999999999953}",30,0,-91.5316721127042,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
107,False,"{'a': 0.5, 'e': 0.4649999999999995}",20,0,21.40809523530527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
